taam,rank,predecessor,count,prob,book,run_label,stream_type
shalshelet,1,sof_pasuq,1,1.0,leviticus,main,full
sof_pasuq,1,meteg,856,0.99883314,leviticus,main,full
sof_pasuq,2,tipeha,1,0.00116686,leviticus,main,full
telisha_gedola,1,sof_pasuq,16,0.28070175,leviticus,main,full
telisha_gedola,2,atnah,10,0.1754386,leviticus,main,full
telisha_gedola,3,munah,7,0.12280702,leviticus,main,full
telisha_gedola,4,revia,7,0.12280702,leviticus,main,full
telisha_gedola,5,meteg,5,0.0877193,leviticus,main,full
telisha_gedola,6,pashta,3,0.05263158,leviticus,main,full
telisha_gedola,7,segol,3,0.05263158,leviticus,main,full
telisha_gedola,8,geresh,2,0.03508772,leviticus,main,full
telisha_gedola,9,pazer,2,0.03508772,leviticus,main,full
telisha_gedola,10,paseq,1,0.01754386,leviticus,main,full
telisha_qetana,1,sof_pasuq,30,0.42253521,leviticus,main,full
telisha_qetana,2,munah,15,0.21126761,leviticus,main,full
telisha_qetana,3,pazer,12,0.16901408,leviticus,main,full
telisha_qetana,4,atnah,6,0.08450704,leviticus,main,full
telisha_qetana,5,revia,4,0.05633803,leviticus,main,full
telisha_qetana,6,meteg,3,0.04225352,leviticus,main,full
telisha_qetana,7,segol,1,0.01408451,leviticus,main,full
tevir,1,darga,153,0.36778846,leviticus,main,full
tevir,2,merkha,100,0.24038462,leviticus,main,full
tevir,3,atnah,45,0.10817308,leviticus,main,full
tevir,4,zaqef_qatan,38,0.09134615,leviticus,main,full
tevir,5,sof_pasuq,27,0.06490385,leviticus,main,full
tevir,6,revia,25,0.06009615,leviticus,main,full
tevir,7,meteg,23,0.05528846,leviticus,main,full
tevir,8,zaqef_gadol,5,0.01201923,leviticus,main,full
tipeha,1,merkha,801,0.4805039,leviticus,main,full
tipeha,2,zaqef_qatan,425,0.25494901,leviticus,main,full
tipeha,3,tevir,161,0.09658068,leviticus,main,full
tipeha,4,atnah,126,0.07558488,leviticus,main,full
tipeha,5,meteg,93,0.05578884,leviticus,main,full
tipeha,6,sof_pasuq,36,0.02159568,leviticus,main,full
tipeha,7,zaqef_gadol,21,0.01259748,leviticus,main,full
tipeha,8,darga,1,0.00059988,leviticus,main,full
tipeha,9,merkha_kefula,1,0.00059988,leviticus,main,full
tipeha,10,paseq,1,0.00059988,leviticus,main,full
yetiv,1,revia,15,0.3,leviticus,main,full
yetiv,2,sof_pasuq,15,0.3,leviticus,main,full
yetiv,3,zaqef_qatan,10,0.2,leviticus,main,full
yetiv,4,atnah,9,0.18,leviticus,main,full
yetiv,5,pashta,1,0.02,leviticus,main,full
zaqef_gadol,1,zaqef_qatan,24,0.43636364,leviticus,main,full
zaqef_gadol,2,sof_pasuq,17,0.30909091,leviticus,main,full
zaqef_gadol,3,atnah,13,0.23636364,leviticus,main,full
zaqef_gadol,4,meteg,1,0.01818182,leviticus,main,full
zaqef_qatan,1,munah,571,0.57852077,leviticus,main,full
zaqef_qatan,2,pashta,309,0.31306991,leviticus,main,full
zaqef_qatan,3,meteg,69,0.06990881,leviticus,main,full
zaqef_qatan,4,qadma,21,0.0212766,leviticus,main,full
zaqef_qatan,5,yetiv,8,0.00810537,leviticus,main,full
zaqef_qatan,6,sof_pasuq,7,0.0070922,leviticus,main,full
zaqef_qatan,7,atnah,2,0.00202634,leviticus,main,full
zarqa,1,munah,2,1.0,leviticus,main,full
zinor,1,munah,30,0.55555556,leviticus,main,full
zinor,2,revia,8,0.14814815,leviticus,main,full
zinor,3,meteg,7,0.12962963,leviticus,main,full
zinor,4,sof_pasuq,7,0.12962963,leviticus,main,full
zinor,5,paseq,2,0.03703704,leviticus,main,full
atnah,1,tipeha,621,0.53953084,numbers,main,full
atnah,2,munah,484,0.42050391,numbers,main,full
atnah,3,meteg,45,0.03909644,numbers,main,full
atnah,4,paseq,1,0.00086881,numbers,main,full
darga,1,atnah,57,0.24050633,numbers,main,full
darga,2,qadma,44,0.18565401,numbers,main,full
darga,3,sof_pasuq,31,0.13080169,numbers,main,full
darga,4,revia,28,0.11814346,numbers,main,full
darga,5,zaqef_qatan,25,0.10548523,numbers,main,full
darga,6,geresh,16,0.06751055,numbers,main,full
darga,7,gershayim,13,0.05485232,numbers,main,full
darga,8,meteg,8,0.03375527,numbers,main,full
darga,9,telisha_gedola,7,0.02953586,numbers,main,full
darga,10,munah,6,0.02531646,numbers,main,full
geresh,1,qadma,189,0.84753363,numbers,main,full
geresh,2,meteg,16,0.07174888,numbers,main,full
geresh,3,sof_pasuq,13,0.05829596,numbers,main,full
geresh,4,munah,2,0.00896861,numbers,main,full
geresh,5,segol,1,0.0044843,numbers,main,full
geresh,6,paseq,1,0.0044843,numbers,main,full
geresh,7,atnah,1,0.0044843,numbers,main,full
gershayim,1,sof_pasuq,45,0.39473684,numbers,main,full
gershayim,2,munah,22,0.19298246,numbers,main,full
gershayim,3,meteg,16,0.14035088,numbers,main,full
gershayim,4,atnah,14,0.12280702,numbers,main,full
gershayim,5,revia,10,0.0877193,numbers,main,full
gershayim,6,segol,3,0.02631579,numbers,main,full
gershayim,7,zaqef_qatan,3,0.02631579,numbers,main,full
gershayim,8,telisha_gedola,1,0.00877193,numbers,main,full
mahapakh,1,revia,102,0.17989418,numbers,main,full
mahapakh,2,qadma,97,0.17107584,numbers,main,full
mahapakh,3,sof_pasuq,96,0.16931217,numbers,main,full
mahapakh,4,atnah,94,0.16578483,numbers,main,full
mahapakh,5,geresh,43,0.07583774,numbers,main,full
mahapakh,6,segol,37,0.06525573,numbers,main,full
mahapakh,7,gershayim,32,0.05643739,numbers,main,full
mahapakh,8,meteg,26,0.04585538,numbers,main,full
mahapakh,9,munah,17,0.02998236,numbers,main,full
mahapakh,10,zaqef_qatan,13,0.02292769,numbers,main,full
merkha,1,tipeha,509,0.27454153,numbers,main,full
merkha,2,zaqef_qatan,416,0.22437972,numbers,main,full
merkha,3,tevir,339,0.1828479,numbers,main,full
merkha,4,sof_pasuq,196,0.10571737,numbers,main,full
merkha,5,atnah,194,0.10463862,numbers,main,full
merkha,6,meteg,78,0.0420712,numbers,main,full
merkha,7,qadma,50,0.02696872,numbers,main,full
merkha,8,zaqef_gadol,28,0.01510248,numbers,main,full
merkha,9,revia,19,0.01024811,numbers,main,full
merkha,10,geresh,9,0.00485437,numbers,main,full
merkha_kefula,1,darga,2,1.0,numbers,main,full
meteg,1,tipeha,808,0.37616387,numbers,main,full
meteg,2,merkha,607,0.28258845,numbers,main,full
meteg,3,atnah,134,0.06238361,numbers,main,full
meteg,4,munah,101,0.04702048,numbers,main,full
meteg,5,pashta,83,0.0386406,numbers,main,full
meteg,6,sof_pasuq,71,0.033054,numbers,main,full
meteg,7,zaqef_qatan,63,0.02932961,numbers,main,full
meteg,8,mahapakh,63,0.02932961,numbers,main,full
meteg,9,meteg,53,0.02467412,numbers,main,full
meteg,10,revia,42,0.01955307,numbers,main,full
munah,1,pashta,529,0.2804878,numbers,main,full
munah,2,tipeha,496,0.26299046,numbers,main,full
munah,3,sof_pasuq,269,0.1426299,numbers,main,full
munah,4,atnah,141,0.0747614,numbers,main,full
munah,5,geresh,69,0.03658537,numbers,main,full
munah,6,yetiv,58,0.03075292,numbers,main,full
munah,7,meteg,51,0.02704136,numbers,main,full
munah,8,zinor,50,0.02651113,numbers,main,full
munah,9,zaqef_qatan,44,0.0233298,numbers,main,full
munah,10,paseq,44,0.0233298,numbers,main,full
paseq,1,munah,68,0.85,numbers,main,full
paseq,2,merkha,6,0.075,numbers,main,full
paseq,3,darga,4,0.05,numbers,main,full
paseq,4,qadma,1,0.0125,numbers,main,full
paseq,5,mahapakh,1,0.0125,numbers,main,full
pashta,1,mahapakh,503,0.41331142,numbers,main,full
pashta,2,pashta,174,0.14297453,numbers,main,full
pashta,3,meteg,136,0.11175021,numbers,main,full
pashta,4,revia,119,0.09778143,numbers,main,full
pashta,5,atnah,104,0.08545604,numbers,main,full
pashta,6,sof_pasuq,96,0.0788825,numbers,main,full
pashta,7,zaqef_qatan,40,0.03286771,numbers,main,full
pashta,8,merkha,35,0.02875924,numbers,main,full
pashta,9,segol,7,0.00575185,numbers,main,full
pashta,10,zaqef_gadol,1,0.00082169,numbers,main,full
pazer,1,munah,14,0.38888889,numbers,main,full
pazer,2,sof_pasuq,9,0.25,numbers,main,full
pazer,3,meteg,6,0.16666667,numbers,main,full
pazer,4,paseq,4,0.11111111,numbers,main,full
pazer,5,pazer,1,0.02777778,numbers,main,full
pazer,6,segol,1,0.02777778,numbers,main,full
pazer,7,atnah,1,0.02777778,numbers,main,full
qadma,1,sof_pasuq,148,0.34101382,numbers,main,full
qadma,2,telisha_qetana,84,0.19354839,numbers,main,full
qadma,3,atnah,60,0.13824885,numbers,main,full
qadma,4,revia,55,0.12672811,numbers,main,full
qadma,5,telisha_gedola,29,0.06682028,numbers,main,full
qadma,6,zaqef_qatan,18,0.04147465,numbers,main,full
qadma,7,meteg,15,0.03456221,numbers,main,full
qadma,8,geresh,10,0.02304147,numbers,main,full
qadma,9,segol,7,0.01612903,numbers,main,full
qadma,10,gershayim,6,0.01382488,numbers,main,full
qarney_para,1,meteg,1,1.0,numbers,main,full
revia,1,munah,237,0.47686117,numbers,main,full
revia,2,geresh,61,0.12273642,numbers,main,full
revia,3,sof_pasuq,52,0.10462777,numbers,main,full
revia,4,meteg,47,0.0945674,numbers,main,full
revia,5,atnah,45,0.09054326,numbers,main,full
revia,6,paseq,16,0.03219316,numbers,main,full
revia,7,segol,15,0.03018109,numbers,main,full
revia,8,gershayim,15,0.03018109,numbers,main,full
revia,9,zaqef_qatan,9,0.01810865,numbers,main,full
segol,1,munah,50,0.52083333,numbers,main,full
segol,2,zinor,42,0.4375,numbers,main,full
segol,3,meteg,4,0.04166667,numbers,main,full
sof_pasuq,1,meteg,1283,0.99922118,numbers,main,full
sof_pasuq,2,tipeha,1,0.00077882,numbers,main,full
telisha_gedola,1,atnah,14,0.28,numbers,main,full
telisha_gedola,2,munah,9,0.18,numbers,main,full
telisha_gedola,3,sof_pasuq,8,0.16,numbers,main,full
telisha_gedola,4,pazer,6,0.12,numbers,main,full
telisha_gedola,5,meteg,5,0.1,numbers,main,full
telisha_gedola,6,revia,5,0.1,numbers,main,full
telisha_gedola,7,segol,1,0.02,numbers,main,full
telisha_gedola,8,zaqef_qatan,1,0.02,numbers,main,full
telisha_gedola,9,paseq,1,0.02,numbers,main,full
telisha_qetana,1,sof_pasuq,29,0.32954545,numbers,main,full
telisha_qetana,2,pazer,18,0.20454545,numbers,main,full
telisha_qetana,3,munah,14,0.15909091,numbers,main,full
telisha_qetana,4,atnah,13,0.14772727,numbers,main,full
telisha_qetana,5,revia,5,0.05681818,numbers,main,full
telisha_qetana,6,meteg,4,0.04545455,numbers,main,full
telisha_qetana,7,zaqef_qatan,2,0.02272727,numbers,main,full
telisha_qetana,8,segol,1,0.01136364,numbers,main,full
telisha_qetana,9,geresh,1,0.01136364,numbers,main,full
telisha_qetana,10,qarney_para,1,0.01136364,numbers,main,full
tevir,1,darga,198,0.34375,numbers,main,full
tevir,2,merkha,141,0.24479167,numbers,main,full
tevir,3,zaqef_qatan,57,0.09895833,numbers,main,full
tevir,4,revia,50,0.08680556,numbers,main,full
tevir,5,atnah,50,0.08680556,numbers,main,full
tevir,6,meteg,38,0.06597222,numbers,main,full
tevir,7,sof_pasuq,31,0.05381944,numbers,main,full
tevir,8,zaqef_gadol,5,0.00868056,numbers,main,full
tevir,9,paseq,4,0.00694444,numbers,main,full
tevir,10,tevir,1,0.00173611,numbers,main,full
tipeha,1,merkha,1064,0.43696099,numbers,main,full
tipeha,2,zaqef_qatan,603,0.2476386,numbers,main,full
tipeha,3,tevir,211,0.08665298,numbers,main,full
tipeha,4,meteg,178,0.07310062,numbers,main,full
tipeha,5,atnah,164,0.06735113,numbers,main,full
tipeha,6,sof_pasuq,124,0.05092402,numbers,main,full
tipeha,7,zaqef_gadol,87,0.03572895,numbers,main,full
tipeha,8,merkha_kefula,2,0.00082136,numbers,main,full
tipeha,9,paseq,1,0.00041068,numbers,main,full
tipeha,10,munah,1,0.00041068,numbers,main,full
yerah_ben_yomo,1,munah,1,1.0,numbers,main,full
yetiv,1,revia,22,0.30555556,numbers,main,full
yetiv,2,sof_pasuq,19,0.26388889,numbers,main,full
yetiv,3,atnah,15,0.20833333,numbers,main,full
yetiv,4,zaqef_qatan,14,0.19444444,numbers,main,full
yetiv,5,segol,1,0.01388889,numbers,main,full
yetiv,6,zaqef_gadol,1,0.01388889,numbers,main,full
zaqef_gadol,1,zaqef_qatan,45,0.35714286,numbers,main,full
zaqef_gadol,2,atnah,43,0.34126984,numbers,main,full
zaqef_gadol,3,sof_pasuq,34,0.26984127,numbers,main,full
zaqef_gadol,4,meteg,2,0.01587302,numbers,main,full
zaqef_gadol,5,zaqef_gadol,2,0.01587302,numbers,main,full
zaqef_qatan,1,munah,756,0.55711127,numbers,main,full
zaqef_qatan,2,pashta,421,0.31024318,numbers,main,full
zaqef_qatan,3,meteg,125,0.09211496,numbers,main,full
zaqef_qatan,4,qadma,31,0.02284451,numbers,main,full
zaqef_qatan,5,yetiv,7,0.00515844,numbers,main,full
zaqef_qatan,6,atnah,7,0.00515844,numbers,main,full
zaqef_qatan,7,sof_pasuq,6,0.00442152,numbers,main,full
zaqef_qatan,8,zaqef_qatan,4,0.00294768,numbers,main,full
zarqa,1,meteg,1,1.0,numbers,main,full
zinor,1,munah,67,0.70526316,numbers,main,full
zinor,2,meteg,10,0.10526316,numbers,main,full
zinor,3,revia,7,0.07368421,numbers,main,full
zinor,4,sof_pasuq,6,0.06315789,numbers,main,full
zinor,5,paseq,4,0.04210526,numbers,main,full
zinor,6,merkha,1,0.01052632,numbers,main,full
atnah,1,tipeha,513,0.5625,deuteronomy,main,full
atnah,2,munah,360,0.39473684,deuteronomy,main,full
atnah,3,meteg,34,0.0372807,deuteronomy,main,full
atnah,4,merkha,3,0.00328947,deuteronomy,main,full
atnah,5,qadma,2,0.00219298,deuteronomy,main,full
darga,1,qadma,50,0.23923445,deuteronomy,main,full
darga,2,geresh,28,0.13397129,deuteronomy,main,full
darga,3,sof_pasuq,27,0.1291866,deuteronomy,main,full
darga,4,zaqef_qatan,25,0.11961722,deuteronomy,main,full
darga,5,atnah,23,0.11004785,deuteronomy,main,full
darga,6,meteg,22,0.10526316,deuteronomy,main,full
darga,7,gershayim,13,0.06220096,deuteronomy,main,full
darga,8,revia,12,0.05741627,deuteronomy,main,full
darga,9,munah,2,0.00956938,deuteronomy,main,full
darga,10,tevir,2,0.00956938,deuteronomy,main,full
geresh,1,qadma,202,0.8244898,deuteronomy,main,full
geresh,2,meteg,18,0.07346939,deuteronomy,main,full
geresh,3,sof_pasuq,5,0.02040816,deuteronomy,main,full
geresh,4,atnah,5,0.02040816,deuteronomy,main,full
geresh,5,revia,5,0.02040816,deuteronomy,main,full
geresh,6,munah,3,0.0122449,deuteronomy,main,full
geresh,7,paseq,2,0.00816327,deuteronomy,main,full
geresh,8,tipeha,1,0.00408163,deuteronomy,main,full
geresh,9,pashta,1,0.00408163,deuteronomy,main,full
geresh,10,zaqef_qatan,1,0.00408163,deuteronomy,main,full
gershayim,1,sof_pasuq,34,0.31192661,deuteronomy,main,full
gershayim,2,meteg,30,0.27522936,deuteronomy,main,full
gershayim,3,atnah,25,0.2293578,deuteronomy,main,full
gershayim,4,munah,10,0.09174312,deuteronomy,main,full
gershayim,5,revia,3,0.02752294,deuteronomy,main,full
gershayim,6,segol,3,0.02752294,deuteronomy,main,full
gershayim,7,telisha_gedola,3,0.02752294,deuteronomy,main,full
gershayim,8,pashta,1,0.00917431,deuteronomy,main,full
mahapakh,1,qadma,101,0.17626527,deuteronomy,main,full
mahapakh,2,revia,95,0.16579407,deuteronomy,main,full
mahapakh,3,atnah,91,0.15881326,deuteronomy,main,full
mahapakh,4,sof_pasuq,78,0.13612565,deuteronomy,main,full
mahapakh,5,meteg,47,0.08202443,deuteronomy,main,full
mahapakh,6,geresh,35,0.06108202,deuteronomy,main,full
mahapakh,7,munah,35,0.06108202,deuteronomy,main,full
mahapakh,8,gershayim,35,0.06108202,deuteronomy,main,full
mahapakh,9,zaqef_qatan,25,0.04363002,deuteronomy,main,full
mahapakh,10,pashta,15,0.02617801,deuteronomy,main,full
merkha,1,zaqef_qatan,416,0.2601626,deuteronomy,main,full
merkha,2,tipeha,374,0.23389619,deuteronomy,main,full
merkha,3,tevir,318,0.1988743,deuteronomy,main,full
merkha,4,atnah,145,0.09068168,deuteronomy,main,full
merkha,5,sof_pasuq,120,0.0750469,deuteronomy,main,full
merkha,6,meteg,93,0.05816135,deuteronomy,main,full
merkha,7,qadma,44,0.0275172,deuteronomy,main,full
merkha,8,zaqef_gadol,31,0.01938712,deuteronomy,main,full
merkha,9,revia,17,0.01063164,deuteronomy,main,full
merkha,10,munah,11,0.0068793,deuteronomy,main,full
meteg,1,tipeha,593,0.33054627,deuteronomy,main,full
meteg,2,merkha,436,0.24303233,deuteronomy,main,full
meteg,3,sof_pasuq,124,0.06911929,deuteronomy,main,full
meteg,4,munah,108,0.06020067,deuteronomy,main,full
meteg,5,atnah,103,0.0574136,deuteronomy,main,full
meteg,6,zaqef_qatan,81,0.0451505,deuteronomy,main,full
meteg,7,mahapakh,76,0.04236343,deuteronomy,main,full
meteg,8,pashta,63,0.03511706,deuteronomy,main,full
meteg,9,revia,58,0.03232999,deuteronomy,main,full
meteg,10,meteg,32,0.01783724,deuteronomy,main,full
munah,1,pashta,566,0.31253451,deuteronomy,main,full
munah,2,tipeha,368,0.20320265,deuteronomy,main,full
munah,3,sof_pasuq,200,0.11043622,deuteronomy,main,full
munah,4,atnah,151,0.08337935,deuteronomy,main,full
munah,5,geresh,70,0.03865268,deuteronomy,main,full
munah,6,zaqef_qatan,68,0.03754832,deuteronomy,main,full
munah,7,meteg,58,0.0320265,deuteronomy,main,full
munah,8,paseq,53,0.0292656,deuteronomy,main,full
munah,9,yetiv,52,0.02871342,deuteronomy,main,full
munah,10,gershayim,41,0.02263943,deuteronomy,main,full
paseq,1,munah,66,0.80487805,deuteronomy,main,full
paseq,2,merkha,6,0.07317073,deuteronomy,main,full
paseq,3,mahapakh,3,0.03658537,deuteronomy,main,full
paseq,4,pashta,3,0.03658537,deuteronomy,main,full
paseq,5,darga,2,0.02439024,deuteronomy,main,full
paseq,6,qadma,2,0.02439024,deuteronomy,main,full
pashta,1,mahapakh,487,0.3998358,deuteronomy,main,full
pashta,2,pashta,194,0.1592775,deuteronomy,main,full
pashta,3,meteg,148,0.12151067,deuteronomy,main,full
pashta,4,revia,126,0.10344828,deuteronomy,main,full
pashta,5,atnah,107,0.08784893,deuteronomy,main,full
pashta,6,sof_pasuq,55,0.04515599,deuteronomy,main,full
pashta,7,zaqef_qatan,42,0.03448276,deuteronomy,main,full
pashta,8,merkha,36,0.02955665,deuteronomy,main,full
pashta,9,segol,8,0.00656814,deuteronomy,main,full
pashta,10,munah,5,0.00410509,deuteronomy,main,full
pazer,1,munah,11,0.31428571,deuteronomy,main,full
pazer,2,sof_pasuq,9,0.25714286,deuteronomy,main,full
pazer,3,meteg,6,0.17142857,deuteronomy,main,full
pazer,4,atnah,3,0.08571429,deuteronomy,main,full
pazer,5,paseq,3,0.08571429,deuteronomy,main,full
pazer,6,zaqef_qatan,2,0.05714286,deuteronomy,main,full
pazer,7,revia,1,0.02857143,deuteronomy,main,full
qadma,1,telisha_qetana,109,0.24772727,deuteronomy,main,full
qadma,2,sof_pasuq,78,0.17727273,deuteronomy,main,full
qadma,3,revia,64,0.14545455,deuteronomy,main,full
qadma,4,atnah,55,0.125,deuteronomy,main,full
qadma,5,telisha_gedola,42,0.09545455,deuteronomy,main,full
qadma,6,meteg,31,0.07045455,deuteronomy,main,full
qadma,7,zaqef_qatan,22,0.05,deuteronomy,main,full
qadma,8,geresh,9,0.02045455,deuteronomy,main,full
qadma,9,segol,8,0.01818182,deuteronomy,main,full
qadma,10,gershayim,7,0.01590909,deuteronomy,main,full
revia,1,munah,269,0.52539062,deuteronomy,main,full
revia,2,geresh,69,0.13476562,deuteronomy,main,full
revia,3,sof_pasuq,65,0.12695312,deuteronomy,main,full
revia,4,atnah,44,0.0859375,deuteronomy,main,full
revia,5,meteg,40,0.078125,deuteronomy,main,full
revia,6,zaqef_qatan,16,0.03125,deuteronomy,main,full
revia,7,segol,4,0.0078125,deuteronomy,main,full
revia,8,paseq,4,0.0078125,deuteronomy,main,full
revia,9,gershayim,1,0.00195312,deuteronomy,main,full
segol,1,munah,31,0.45588235,deuteronomy,main,full
segol,2,zinor,28,0.41176471,deuteronomy,main,full
segol,3,meteg,6,0.08823529,deuteronomy,main,full
segol,4,atnah,1,0.01470588,deuteronomy,main,full
segol,5,paseq,1,0.01470588,deuteronomy,main,full
segol,6,zarqa,1,0.01470588,deuteronomy,main,full
sof_pasuq,1,meteg,943,0.9884696,deuteronomy,main,full
sof_pasuq,2,atnah,4,0.00419287,deuteronomy,main,full
sof_pasuq,3,merkha,3,0.00314465,deuteronomy,main,full
sof_pasuq,4,revia,2,0.00209644,deuteronomy,main,full
sof_pasuq,5,segol,1,0.00104822,deuteronomy,main,full
sof_pasuq,6,zaqef_qatan,1,0.00104822,deuteronomy,main,full
telisha_gedola,1,munah,17,0.25373134,deuteronomy,main,full
telisha_gedola,2,sof_pasuq,15,0.2238806,deuteronomy,main,full
telisha_gedola,3,meteg,9,0.13432836,deuteronomy,main,full
telisha_gedola,4,revia,8,0.11940299,deuteronomy,main,full
telisha_gedola,5,zaqef_qatan,7,0.10447761,deuteronomy,main,full
telisha_gedola,6,atnah,6,0.08955224,deuteronomy,main,full
telisha_gedola,7,paseq,3,0.04477612,deuteronomy,main,full
telisha_gedola,8,gershayim,1,0.01492537,deuteronomy,main,full
telisha_gedola,9,segol,1,0.01492537,deuteronomy,main,full
telisha_qetana,1,sof_pasuq,29,0.24576271,deuteronomy,main,full
telisha_qetana,2,munah,19,0.16101695,deuteronomy,main,full
telisha_qetana,3,meteg,16,0.13559322,deuteronomy,main,full
telisha_qetana,4,pazer,16,0.13559322,deuteronomy,main,full
telisha_qetana,5,atnah,15,0.12711864,deuteronomy,main,full
telisha_qetana,6,revia,11,0.09322034,deuteronomy,main,full
telisha_qetana,7,pashta,2,0.01694915,deuteronomy,main,full
telisha_qetana,8,merkha,2,0.01694915,deuteronomy,main,full
telisha_qetana,9,geresh,2,0.01694915,deuteronomy,main,full
telisha_qetana,10,zaqef_qatan,2,0.01694915,deuteronomy,main,full
tevir,1,darga,161,0.33752621,deuteronomy,main,full
tevir,2,merkha,112,0.23480084,deuteronomy,main,full
tevir,3,zaqef_qatan,68,0.14255765,deuteronomy,main,full
tevir,4,revia,46,0.09643606,deuteronomy,main,full
tevir,5,meteg,37,0.07756813,deuteronomy,main,full
tevir,6,sof_pasuq,27,0.05660377,deuteronomy,main,full
tevir,7,atnah,16,0.03354298,deuteronomy,main,full
tevir,8,zaqef_gadol,3,0.00628931,deuteronomy,main,full
tevir,9,tevir,3,0.00628931,deuteronomy,main,full
tevir,10,paseq,2,0.00419287,deuteronomy,main,full
tipeha,1,merkha,985,0.5309973,deuteronomy,main,full
tipeha,2,zaqef_qatan,463,0.24959569,deuteronomy,main,full
tipeha,3,tevir,139,0.07493261,deuteronomy,main,full
tipeha,4,meteg,101,0.05444744,deuteronomy,main,full
tipeha,5,atnah,89,0.04797844,deuteronomy,main,full
tipeha,6,sof_pasuq,49,0.02641509,deuteronomy,main,full
tipeha,7,zaqef_gadol,21,0.01132075,deuteronomy,main,full
tipeha,8,telisha_qetana,2,0.00107817,deuteronomy,main,full
tipeha,9,qadma,1,0.00053908,deuteronomy,main,full
tipeha,10,munah,1,0.00053908,deuteronomy,main,full
yetiv,1,revia,23,0.35384615,deuteronomy,main,full
yetiv,2,zaqef_qatan,16,0.24615385,deuteronomy,main,full
yetiv,3,atnah,12,0.18461538,deuteronomy,main,full
yetiv,4,sof_pasuq,12,0.18461538,deuteronomy,main,full
yetiv,5,pashta,2,0.03076923,deuteronomy,main,full
zaqef_gadol,1,zaqef_qatan,31,0.44285714,deuteronomy,main,full
zaqef_gadol,2,sof_pasuq,18,0.25714286,deuteronomy,main,full
zaqef_gadol,3,atnah,14,0.2,deuteronomy,main,full
zaqef_gadol,4,meteg,4,0.05714286,deuteronomy,main,full
zaqef_gadol,5,segol,3,0.04285714,deuteronomy,main,full
zaqef_qatan,1,munah,790,0.61098221,deuteronomy,main,full
zaqef_qatan,2,pashta,364,0.28151585,deuteronomy,main,full
zaqef_qatan,3,meteg,110,0.08507347,deuteronomy,main,full
zaqef_qatan,4,qadma,11,0.00850735,deuteronomy,main,full
zaqef_qatan,5,zaqef_qatan,6,0.00464037,deuteronomy,main,full
zaqef_qatan,6,yetiv,5,0.00386698,deuteronomy,main,full
zaqef_qatan,7,atnah,3,0.00232019,deuteronomy,main,full
zaqef_qatan,8,paseq,2,0.00154679,deuteronomy,main,full
zaqef_qatan,9,geresh,1,0.0007734,deuteronomy,main,full
zaqef_qatan,10,sof_pasuq,1,0.0007734,deuteronomy,main,full
zarqa,1,munah,2,1.0,deuteronomy,main,full
zinor,1,munah,31,0.46969697,deuteronomy,main,full
zinor,2,revia,12,0.18181818,deuteronomy,main,full
zinor,3,meteg,9,0.13636364,deuteronomy,main,full
zinor,4,sof_pasuq,7,0.10606061,deuteronomy,main,full
zinor,5,paseq,3,0.04545455,deuteronomy,main,full
zinor,6,merkha,2,0.03030303,deuteronomy,main,full
zinor,7,tipeha,1,0.01515152,deuteronomy,main,full
zinor,8,zaqef_qatan,1,0.01515152,deuteronomy,main,full
